sample,field,id,z,z_type,logM,logM_elo,logM_ehi,av,av_code,av_fast,logssfr,logage_lw,logage_fit,uv,vj,quiescent_uvj,re_arcsec,re_kpc,band,lam_rest_A,re_5000_kpc,q,n,n_err,flag,primary,re_limit
3D-HST,GOODS-N,6360,3.2008,phot,10.64,,,0.8,FAST (Momcheva+16),0.8,-9.4,,0.0999999999999996,1.047229705813726,1.2626336361363029,False,0.300384,2.267837765640281,F160W,3665.9683869739097,2.0985371459230557,0.4334,1.5018,0.666082,0.0,,
3D-HST,GOODS-N,6386,1.9883,phot,10.59,,,0.1,FAST (Momcheva+16),0.1,-10.9,,0.1999999999999993,1.5256761474612326,0.97272833197787,True,0.107628,0.9015125131135218,F160W,5153.43171702975,0.9083503535979944,0.7995,7.6079,0.900272,0.0,,
3D-HST,GOODS-N,6443,3.5205,phot,10.32,,,0.1,FAST (Momcheva+16),0.1,-10.16,,-0.5999999999999996,0.654390404610663,0.1149310346720504,False,0.140286,1.0249919091104145,F160W,3406.702798363013,0.9312397337184868,0.8951,1.7066,0.365035,0.0,,
3D-HST,GOODS-N,6533,2.0308,phot,10.77,,,2.5,FAST (Momcheva+16),2.5,-8.61,,-0.3000000000000007,1.3766880657311555,1.9211982362155715,False,0.55116,4.605743486541903,F160W,5081.166688663059,4.624322414093838,0.5265,0.9228,0.13811,0.0,,
3D-HST,GOODS-N,6605,3.6441,phot,10.49,,,0.2,FAST (Momcheva+16),0.2,-10.17,,-0.0999999999999996,1.3071320568444147,0.5164494906155976,True,0.024876,0.1794462503931029,F160W,3316.035399754527,0.1619372188950248,0.215,7.9823,2.35103,0.0,,
3D-HST,GOODS-N,6657,0.67029,grism,10.24,,,2.0,FAST (Momcheva+16),2.0,-9.2,,0.0,1.6014166883655507,1.7485111780603937,False,0.627948,4.4083616053261885,F125W,7483.730370175239,4.876006132548384,0.2736,0.9423,0.0220968,0.0,,
3D-HST,GOODS-N,6682,1.51557,grism,10.72,,,1.1,FAST (Momcheva+16),1.1,-14.37,,0.0,2.08135017535576,1.284693618767407,True,0.099936,0.8459974553022125,F160W,6121.872975111008,0.8899131702261766,0.5448,2.5685,0.158007,0.0,,
3D-HST,GOODS-N,6715,1.63663,grism,10.35,,,0.5,FAST (Momcheva+16),0.5,-10.11,,0.5,1.4698963011061883,1.1792953004697837,False,0.440424,3.7311303266043,F160W,5840.789189230191,3.878964462779045,0.5704,1.7322,0.251267,0.0,,
3D-HST,GOODS-N,6732,1.2637,grism,10.62,,,0.7,FAST (Momcheva+16),0.7,-11.41,,0.0999999999999996,1.8857609043957329,1.247771751963235,True,0.145548,1.2154677933740134,F125W,5521.933118346071,1.2460163473000296,0.4217,2.0064,0.0620178,0.0,,
3D-HST,GOODS-N,6760,2.1902,phot,10.24,,,0.9,FAST (Momcheva+16),0.9,-9.24,,0.4000000000000003,0.8481051238411513,1.2519501360368954,False,0.374658,3.099039467206365,F160W,4827.283555889913,3.0719228798258107,0.3562,1.0423,0.259628,0.0,,
3D-HST,GOODS-N,6770,1.67514,grism,10.55,,,0.6,FAST (Momcheva+16),0.6,-38.89,,-0.0999999999999996,1.7086925239204969,0.993971345632868,True,0.061122,0.5176190412290739,F160W,5756.708060138909,0.5361808444012677,0.3968,2.0994,0.158315,0.0,,
3D-HST,GOODS-N,6789,2.2461,spec,11.36,,,1.0,FAST (Momcheva+16),1.0,-10.28,,0.4000000000000003,1.5224884122278002,1.6622907703977974,False,0.729822,6.012657447166859,F160W,4744.154523890206,5.934220334486367,0.6935,0.6008,0.0582535,0.0,,
3D-HST,GOODS-N,6810,3.24185,grism,10.44,,,0.5,FAST (Momcheva+16),0.5,-9.43,,-0.9000000000000004,0.591150357068304,0.6247919642878438,False,0.3945,2.966005176667417,F160W,3630.491412944824,2.7379200179483982,0.4252,1.9607,0.157483,0.0,,
3D-HST,GOODS-N,6814,3.0671,phot,10.86,,,0.9,FAST (Momcheva+16),0.9,-11.23,,-0.0999999999999996,1.859316342144994,1.033726497632801,True,0.149292,1.1423954773436165,F160W,3786.481768336161,1.0656950327798431,0.3495,1.1853,0.442866,0.0,,
3D-HST,GOODS-N,6816,3.8943,phot,10.29,,,0.7,FAST (Momcheva+16),0.7,-9.74,,0.0999999999999996,0.3856310893137222,2.4678041804880158,False,0.1395,0.980550290065579,F160W,3146.517377357334,0.8733431234831295,0.9882,0.2499,0.47318,0.0,,
3D-HST,GOODS-N,6853,3.08369,grism,10.27,,,0.3,FAST (Momcheva+16),0.3,-9.17,,-0.8000000000000007,0.4337559845934859,0.3285449482411966,False,0.43137,3.2954102670591445,F160W,3771.099177459602,3.0710294268783995,0.4888,0.6991,0.0705367,0.0,,
3D-HST,GOODS-N,6877,2.0808,spec,11.04,,,1.5,FAST (Momcheva+16),1.5,-9.22,,-0.0999999999999996,1.3057111459507058,1.261688856924271,False,0.461586,3.8457372655628026,F160W,4998.701635938717,3.8454875828953248,0.665,3.5344,0.2305,0.0,,
3D-HST,GOODS-N,6949,0.97,spec,10.72,,,0.4,FAST (Momcheva+16),0.4,-10.28,,0.4000000000000003,1.4307162709545458,1.2620188885408885,False,0.742908,5.90575128515134,F125W,6345.17766497462,6.268210877803446,0.8637,2.4826,0.0564262,0.0,,
3D-HST,GOODS-N,6964,0.956,phot,10.21,,,1.2,FAST (Momcheva+16),1.2,-10.3,,-1.0999999999999996,0.9650519325091328,0.849474873427304,False,0.6285,4.977819727339035,F125W,6390.593047034765,5.292756985984181,0.8721,1.0098,0.0261453,0.0,,
3D-HST,GOODS-N,7050,3.8597,phot,11.36,,,0.8,FAST (Momcheva+16),0.8,-99.0,,0.0999999999999996,1.7842801972958524,1.8052782782049075,False,0.512418,3.614733909876143,F160W,3168.919892174414,3.225237103526015,0.5478,0.6013,0.287879,0.0,,
3D-HST,GOODS-N,7129,0.8468,phot,10.56,,,0.0,FAST (Momcheva+16),0.0,-11.98,,0.6999999999999993,1.9020381184304904,1.249283101430184,True,0.18417,1.408829903205106,F125W,6768.464370803552,1.519632583172892,0.9478,3.5813,0.224789,0.0,,
3D-HST,GOODS-N,7138,1.52692,grism,10.41,,,2.1,FAST (Momcheva+16),2.1,-11.17,,-1.0,1.4265104558115038,1.516815782599822,False,0.547848,4.638687563399564,F160W,6094.37576179697,4.87399329875396,0.3703,0.4058,0.0176353,0.0,,
3D-HST,GOODS-N,7168,1.4153,phot,10.77,,,2.1,FAST (Momcheva+16),2.1,-9.8,,-0.5,1.6874259487437242,1.6244637003240614,False,1.04778,8.841803481634576,F125W,5175.340537407361,8.918320791726732,0.3329,2.1776,0.206327,0.0,,
3D-HST,GOODS-N,7198,2.355,phot,10.57,,,2.1,FAST (Momcheva+16),2.1,-15.51,,-0.5,1.5811507717674456,1.838427233350604,False,0.36471,2.979679225453897,F160W,4590.163934426229,2.916648283550227,0.5987,0.5334,0.163712,0.0,,
3D-HST,GOODS-N,7273,3.2662,phot,10.87,,,1.1,FAST (Momcheva+16),1.1,-10.1,,0.1999999999999993,1.7280606315117664,1.5754394706491284,False,0.158088,1.185624145989349,F160W,3609.769818573907,1.0928848652208742,0.7221,1.4409,0.972177,0.0,,
3D-HST,GOODS-N,7284,3.6672,phot,10.85,,,0.5,FAST (Momcheva+16),0.5,-17.99,,0.0,1.9144286531359045,0.8168948049016953,True,0.190842,1.3733737800434045,F160W,3299.622900239973,1.237833773385626,0.5553,7.1356,3.96604,0.0,,
3D-HST,GOODS-N,7287,2.6317,phot,10.55,,,0.4,FAST (Momcheva+16),0.4,-99.0,,0.1999999999999993,2.013886344421537,1.0699026968785834,True,0.14172,1.130728892031953,F160W,4240.438362199521,1.085097285109007,0.5689,1.1993,0.295699,0.0,,
3D-HST,GOODS-N,7312,1.223,spec,10.83,,,0.9,FAST (Momcheva+16),0.9,-9.74,,0.0999999999999996,1.4411201317689732,1.2229411197676543,False,0.552474,4.594276640861565,F125W,5623.031938821413,4.731156115596472,0.8664,3.1491,0.0624094,0.0,,
3D-HST,GOODS-N,7315,2.124,phot,10.41,,,0.6,FAST (Momcheva+16),0.6,-9.04,,0.1999999999999993,0.6553452429097285,0.9871191221208232,False,0.184326,1.531519081230121,F160W,4929.577464788732,1.5260976896813128,0.7137,1.8965,0.123779,0.0,,
3D-HST,GOODS-N,7338,5.5665,phot,12.55,,,1.9,FAST (Momcheva+16),1.9,-9.91,,0.0,1.7995014476319744,1.6712523407038262,False,2.13063,12.672126651194764,F160W,2345.237188761136,10.487058648457204,0.1826,2.8183,3.31903,0.0,,
3D-HST,GOODS-N,7344,1.25692,grism,10.21,,,1.6,FAST (Momcheva+16),1.6,-11.17,,-1.0,1.1881187432272506,1.0923080689892914,False,0.356976,2.97914208479564,F125W,5538.521524910055,3.0563084171296984,0.7713,0.8673,0.0263913,0.0,,
3D-HST,GOODS-N,7346,2.975,spec,10.35,,,0.8,FAST (Momcheva+16),0.8,-8.72,,-0.3000000000000007,0.6811024185180172,0.7395128804942357,False,0.410754,3.1719862015743736,F160W,3874.213836477987,2.9760120496726934,0.4613,0.211,0.0302613,0.0,,
3D-HST,GOODS-N,7372,1.39289,grism,10.94,,,0.8,FAST (Momcheva+16),0.8,-10.28,,0.4000000000000003,1.622672207415903,1.4523711483263102,False,0.55173,4.650811532669241,F125W,5223.808867102123,4.702004703229642,0.7241,2.8436,0.171541,0.0,,
3D-HST,GOODS-N,7390,1.51935,grism,10.57,,,3.2,FAST (Momcheva+16),3.2,-9.79,,-1.0,1.7982737637973445,2.216709058807911,False,0.61578,5.213188066929828,F160W,6112.687796455434,5.481746463861643,0.2676,0.2707,0.0327857,0.0,,
3D-HST,GOODS-N,7394,1.1976,phot,10.59,,,2.7,FAST (Momcheva+16),2.7,-10.49,,-0.9000000000000004,1.7172260838073594,1.7843968398197885,False,0.588456,4.878904756349097,F125W,5688.023298143429,5.038719480741006,0.2284,1.9185,0.0954151,0.0,,
3D-HST,GOODS-N,7414,1.23111,grism,10.58,,,1.5,FAST (Momcheva+16),1.5,-9.93,,0.3000000000000007,1.791607125382264,1.680981464699305,False,0.543948,4.5274255360543085,F125W,5602.592431569936,4.658070663527544,0.3302,0.8144,0.0425841,0.0,,
3D-HST,GOODS-N,7416,1.8691,grism,10.61,,,0.6,FAST (Momcheva+16),0.6,-10.9,,0.1999999999999993,1.8702213633859608,1.1164179607477824,True,0.11487,0.9676122832546522,F160W,5367.536858248232,0.9849237967999438,0.5271,3.1957,0.206843,0.0,,
3D-HST,GOODS-N,7457,2.01018,grism,10.29,,,1.6,FAST (Momcheva+16),1.6,-9.79,,-1.0,1.1941323482549997,1.1371508807991264,False,0.232386,1.944187653334986,F160W,5115.97313117488,1.9553645775077848,0.9599,1.7161,0.162524,0.0,,
3D-HST,GOODS-N,7478,1.90955,grism,10.77,,,2.6,FAST (Momcheva+16),2.6,-10.3,,-1.0999999999999996,1.452063153253062,1.767412877387002,False,0.66222,5.56854392869674,F160W,5292.914711897029,5.6483665566302905,0.6426,0.8806,0.0930959,0.0,,
3D-HST,GOODS-N,7533,1.27732,grism,10.29,,,0.4,FAST (Momcheva+16),0.4,-10.47,,0.5999999999999996,1.6764978169894302,1.2091564747362755,True,0.52617,4.3995924202556855,F125W,5488.908014683927,4.503409423593464,0.3264,2.1209,0.217616,0.0,,
3D-HST,GOODS-N,7588,0.94,spec,10.41,,,2.4,FAST (Momcheva+16),2.4,-12.26,,-0.9000000000000004,1.5054354818808742,1.8256869224789665,False,0.269472,2.124847423525789,F125W,6443.298969072165,2.263926485635236,0.6274,0.9185,0.0151211,0.0,,
3D-HST,GOODS-N,7652,2.275,spec,10.51,,,0.8,FAST (Momcheva+16),0.8,-8.83,,-0.4000000000000003,0.7459616592070493,0.6926949817486484,False,0.51333,4.219995299865571,F160W,4702.290076335878,4.155725185311653,0.8463,1.2859,0.0490676,0.0,,
3D-HST,GOODS-N,7693,2.002,spec,10.64,,,1.3,FAST (Momcheva+16),1.3,-9.02,,0.0999999999999996,1.2374663683753964,1.0843432944783014,False,0.094854,0.7939258380735525,F160W,5129.913391072619,0.7990334181803499,0.8461,6.7798,0.706508,0.0,,
3D-HST,GOODS-N,7701,1.2258,spec,10.69,,,0.7,FAST (Momcheva+16),0.7,-10.9,,0.1999999999999993,1.7723179341955244,1.425159463391085,False,0.321504,2.6744052744382474,F125W,5615.958307125528,2.75321855485183,0.3706,0.5428,0.00963373,0.0,,
3D-HST,GOODS-N,7760,1.45224,grism,10.81,,,0.8,FAST (Momcheva+16),0.8,-12.1,,0.0,1.9605106402465224,1.120532699402227,True,0.177708,1.5018147630498588,F125W,5097.380354288324,1.5090743184405562,0.5297,5.2195,0.151018,0.0,,
3D-HST,GOODS-N,7798,1.3283,phot,10.44,,,2.4,FAST (Momcheva+16),2.4,-12.45,,-0.6999999999999993,1.641414118321619,1.9134038936103304,False,0.473706,3.977287807329129,F125W,5368.7239616887855,4.048669131616543,0.4633,1.3692,0.125282,0.0,,
3D-HST,GOODS-N,7825,3.2406,phot,10.53,,,1.8,FAST (Momcheva+16),1.8,-9.36,,-0.5999999999999996,1.3049321223554513,1.3367144296453335,False,0.673446,5.063874028169475,F160W,3631.561571475734,4.6748076413478215,0.5703,2.313,2.27496,0.0,,
3D-HST,GOODS-N,7834,3.5569,phot,11.25,,,0.5,FAST (Momcheva+16),0.5,-10.9,,0.1999999999999993,1.7933620850538072,1.0620434493285384,True,0.345276,2.5132691034531462,F160W,3379.4904430643637,2.2788161933182964,0.6953,1.6847,1.20955,0.0,,
3D-HST,GOODS-N,7890,3.1424,phot,10.41,,,0.5,FAST (Momcheva+16),0.5,-9.0,,-0.6999999999999993,0.5684585879588455,0.4958427931584211,False,0.295668,2.2454478233343647,F160W,3717.651602935496,2.0851036034428416,0.7524,1.5718,0.157117,0.0,,
3D-HST,GOODS-N,7941,1.99816,grism,10.21,,,1.5,FAST (Momcheva+16),1.5,-9.03,,-0.3000000000000007,1.1700447214394625,1.1701292140160464,False,0.28512,2.38694858653549,F160W,5136.483710008805,2.4030734341067217,0.5738,1.4541,0.229937,0.0,,
3D-HST,GOODS-N,8038,1.5256,spec,10.67,,,2.1,FAST (Momcheva+16),2.1,-9.14,,0.3000000000000007,1.501317545096378,1.8817849644818945,False,0.417066,3.5312645809549377,F160W,6097.5609756097565,3.71087901456442,0.4131,0.5322,0.0257799,0.0,,
3D-HST,GOODS-N,8042,1.28302,grism,10.33,,,0.3,FAST (Momcheva+16),0.3,-9.56,,-0.0999999999999996,0.9163599182637262,0.6017363841885148,False,0.596976,4.994177227828156,F125W,5475.203896593109,5.108830843918277,0.8075,0.5866,0.0269857,0.0,,
3D-HST,GOODS-N,8079,1.6489,phot,10.71,,,1.2,FAST (Momcheva+16),1.2,-9.91,,0.0,1.6704918910830966,1.3781558786809844,False,0.186,1.5755961106291383,F160W,5813.734002793612,1.6361238986526516,0.8501,3.3958,0.250009,0.0,,
3D-HST,GOODS-N,8088,1.14,spec,10.56,,,1.5,FAST (Momcheva+16),1.5,-9.36,,-0.5999999999999996,1.2635742763607782,1.077517279660296,False,0.552624,4.545870682468397,F125W,5841.121495327104,4.726053524747229,0.7682,0.8057,0.0336364,0.0,,
3D-HST,GOODS-N,8099,1.4904,spec,10.22,,,0.8,FAST (Momcheva+16),0.8,-9.79,,-1.0,0.6690262754225929,0.6597551582963912,False,0.225498,1.9078664125657323,F125W,5019.274012206874,1.9097023727453235,0.3507,1.7129,0.0335061,0.0,,
3D-HST,GOODS-N,8122,0.9312,spec,10.31,,,1.0,FAST (Momcheva+16),1.0,-10.35,,0.0999999999999996,1.693420769086169,1.467385466081122,False,0.583812,4.591892440705671,F125W,6472.659486329743,4.898012573916568,0.364,1.3075,0.0311366,0.0,,
3D-HST,GOODS-N,8123,1.1946,phot,10.67,,,0.4,FAST (Momcheva+16),0.4,-10.28,,0.4000000000000003,1.477086637254179,1.141468241655945,False,0.25077,2.0783684310783244,F125W,5695.798778820741,2.147181198229531,0.7901,2.6037,0.162096,0.0,,
3D-HST,GOODS-N,8154,1.9665,phot,10.48,,,1.5,FAST (Momcheva+16),1.5,-8.98,,0.0999999999999996,1.1061671665520874,1.3797176605317318,False,0.412236,3.456915423906339,F160W,5191.302882184393,3.4895172157073837,0.3044,0.6247,0.0551023,0.0,,
3D-HST,GOODS-N,8201,2.5213,phot,10.4,,,1.3,FAST (Momcheva+16),1.3,-9.37,,-0.3000000000000007,1.3935537520306538,0.9935055666823568,False,0.86436,6.964437810742542,F160W,4373.38482946639,6.735161083747587,0.4266,0.5565,0.132372,0.0,,
3D-HST,GOODS-N,8216,1.3512,spec,10.35,,,0.6,FAST (Momcheva+16),0.6,-9.76,,0.5,1.4170140570569802,1.0435503245951845,False,0.547584,4.604753595888652,F125W,5316.434161279347,4.6759408052699625,0.6037,0.3361,0.0454308,0.0,,
3D-HST,GOODS-N,8243,3.5627,phot,10.46,,,1.3,FAST (Momcheva+16),1.3,-9.14,,0.1999999999999993,1.0107137429271364,1.535804661151212,False,0.156048,1.1351947595798189,F160W,3375.194512021392,1.0289696805084962,0.4068,1.2931,1.15592,0.0,,
3D-HST,GOODS-N,8264,2.0544,phot,10.42,,,2.5,FAST (Momcheva+16),2.5,-10.16,,-0.5999999999999996,1.7695371899916614,1.87171621832156,False,0.185058,1.5442950637713395,F160W,5041.9067574646415,1.5475207629404548,0.5531,3.4191,0.57951,0.0,,
3D-HST,GOODS-N,8295,3.2515,phot,10.37,,,0.0,FAST (Momcheva+16),0.0,-9.36,,-0.5999999999999996,0.3462841072162647,0.3165512659342731,False,0.519096,3.898935966193682,F160W,3622.250970245796,3.597064587598927,0.7651,0.36,0.0909112,0.0,,
3D-HST,GOODS-N,8437,3.2221,phot,10.2,,,0.7,FAST (Momcheva+16),0.7,-9.64,,0.1999999999999993,1.7950199837662073,1.120498611796056,True,0.077268,0.582098317270251,F160W,3647.474005826484,0.5379623649431585,0.1081,0.7188,0.418016,0.0,,
3D-HST,GOODS-N,8439,1.81792,grism,10.36,,,1.2,FAST (Momcheva+16),1.2,-9.39,,0.3000000000000007,1.2943030048697306,1.271243193725208,False,0.472848,3.990701005217869,F160W,5465.023847376789,4.080418469501673,0.3854,0.8867,0.113289,0.0,,
3D-HST,GOODS-N,8473,2.20272,grism,10.59,,,0.1,FAST (Momcheva+16),0.1,-10.9,,0.1999999999999993,1.5884889136474838,0.7896233385651851,True,0.075558,0.6244389045771976,F160W,4808.412849078284,0.618369256155921,0.6921,7.0584,0.553836,0.0,,
3D-HST,GOODS-N,8537,2.1727,phot,10.49,,,1.3,FAST (Momcheva+16),1.3,-9.32,,0.4000000000000003,1.0521041338531232,1.6506324273065314,False,0.898842,7.443933240280577,F160W,4853.909918996438,7.3889528718122275,0.3882,3.2324,1.36371,0.0,,
3D-HST,GOODS-N,8717,3.0296,phot,11.04,,,0.4,FAST (Momcheva+16),0.4,-99.0,,0.0999999999999996,1.7374682257548817,1.3759240525676917,False,0.239052,1.836093984421318,F160W,3821.719277347627,1.7167897132224887,0.7076,0.7163,0.292413,0.0,,
3D-HST,GOODS-N,8780,3.23,spec,10.75,,,0.2,FAST (Momcheva+16),0.2,-9.36,,-0.5999999999999996,0.6575703850787353,0.4437569202261007,False,0.595314,4.481199033074878,F160W,3640.661938534279,4.139489838838966,0.4809,1.7894,0.0608884,0.0,,
3D-HST,GOODS-N,8784,2.5131,grism,10.38,,,0.5,FAST (Momcheva+16),0.5,-9.61,,-0.6999999999999993,0.741747714411277,0.3529818920395403,False,0.16929,1.3649976467044629,F160W,4383.592838234038,1.320830088942884,0.87,0.9579,0.106934,0.0,,
3D-HST,GOODS-N,8870,3.2398,phot,10.7,,,1.3,FAST (Momcheva+16),1.3,-14.0,,-0.4000000000000003,1.6442326857467962,1.237988440597174,False,0.358044,2.6924760747723275,F160W,3632.2468040945328,2.485725624653216,0.7307,2.0375,0.705603,0.0,,
3D-HST,GOODS-N,8908,2.9771,phot,10.46,,,0.6,FAST (Momcheva+16),0.6,-9.46,,0.0,1.0750601390663603,0.9455566974819588,False,0.139026,1.0733852204252283,F160W,3872.1681627316384,1.0069355234696808,0.8459,4.0358,1.14192,0.0,,
3D-HST,GOODS-N,8934,2.4907,phot,10.48,,,1.1,FAST (Momcheva+16),1.1,-9.56,,0.4000000000000003,1.187455121565617,1.6279773892234304,False,0.311724,2.5183129692288637,F160W,4411.722577133526,2.4407272486857665,0.5297,0.9921,0.281346,0.0,,
3D-HST,GOODS-N,8972,2.7962,phot,10.51,,,1.1,FAST (Momcheva+16),1.1,-8.94,,0.0999999999999996,0.8043108745776046,1.2894991813451795,False,0.308706,2.425623799391956,F160W,4056.688267214584,2.302098241141822,0.7422,0.3339,0.124677,0.0,,
3D-HST,GOODS-N,9093,1.0124,spec,10.21,,,1.4,FAST (Momcheva+16),1.4,-9.79,,-1.0,0.9959762510471758,1.197019876249256,False,0.370314,2.974274285003459,F125W,6211.488769628305,3.140056346441481,0.6534,1.1373,0.0357711,0.0,,
3D-HST,GOODS-N,9101,3.133,phot,10.24,,,0.8,FAST (Momcheva+16),0.8,-9.09,,-0.4000000000000003,0.841095498909477,0.805188500605256,False,0.46077,3.502627984147147,F160W,3726.106944108396,3.254358109150865,0.4285,6.7334,3.20055,0.0,,
3D-HST,GOODS-N,9128,0.938,spec,10.61,,,2.1,FAST (Momcheva+16),2.1,-11.17,,-1.0,1.4781080947841654,1.4041271515782874,False,0.664404,5.236003015945235,F125W,6449.948400412797,5.580157370815538,0.8272,0.9638,0.00879665,0.0,,
3D-HST,GOODS-N,9155,1.0167,spec,10.55,,,2.7,FAST (Momcheva+16),2.7,-9.79,,-1.0,1.6318099679036877,1.91661816150817,False,0.494118,3.9724967332500007,F125W,6198.244657113105,4.191681021880477,0.5602,1.6646,0.0311748,0.0,,
3D-HST,GOODS-N,9175,3.3904,phot,10.21,,,0.9,FAST (Momcheva+16),0.9,-9.64,,0.1999999999999993,1.404976434350865,0.7647725470813134,True,0.865914,6.41212746925293,F160W,3507.65306122449,5.8683202168951984,0.3724,3.3094,6.43188,0.0,,
3D-HST,GOODS-N,9286,1.68451,grism,10.3,,,1.0,FAST (Momcheva+16),1.0,-9.24,,0.4000000000000003,1.0693578414406857,1.0757257727539429,False,0.477738,4.04526852919199,F160W,5736.614875712886,4.186670462520253,0.4487,0.2628,0.0388765,0.0,,
3D-HST,GOODS-N,9308,1.94468,grism,10.38,,,1.0,FAST (Momcheva+16),1.0,-9.22,,-0.0999999999999996,1.0525222419503475,1.0865384491763068,False,0.528474,4.4365201984618565,F160W,5229.770297621473,4.486633715176782,0.3905,1.3044,0.104759,0.0,,
3D-HST,GOODS-N,9341,1.75523,grism,10.68,,,0.8,FAST (Momcheva+16),0.8,-15.88,,-0.0999999999999996,1.8066992596937408,1.040634098064595,True,0.205032,1.7336605229967252,F160W,5589.370034443586,1.782634365261114,0.9478,2.6179,0.155943,0.0,,
3D-HST,GOODS-N,9387,2.33176,grism,10.2,,,0.8,FAST (Momcheva+16),0.8,-10.49,,-0.9000000000000004,0.8623599952792247,0.5798068486028475,False,0.233238,1.9090578083675944,F160W,4622.181669748121,1.8719245117496592,0.7378,1.5484,0.0773167,0.0,,
3D-HST,GOODS-N,9428,3.7086,phot,10.33,,,0.5,FAST (Momcheva+16),0.5,-9.17,,-0.8000000000000007,0.563522041314298,0.199852411994688,False,0.324444,2.3248329272523747,F160W,3270.611222019284,2.090771048095408,0.3321,0.6578,0.0755542,0.0,,
3D-HST,GOODS-N,9440,1.2234,spec,10.38,,,1.3,FAST (Momcheva+16),1.3,-8.91,,0.0,1.0519991202656098,1.1117678334862122,False,0.513882,4.2735437589969445,F125W,5622.020329225511,4.400669538554819,0.6104,0.4023,0.0108067,0.0,,
3D-HST,GOODS-N,9466,2.8517,phot,10.36,,,1.6,FAST (Momcheva+16),1.6,-11.17,,-1.0,1.2277235355458842,1.1279650291690713,False,0.42888,3.3520164973866384,F160W,3998.234545784978,3.16979162150658,0.3625,1.4775,0.57099,0.0,,
3D-HST,GOODS-N,9472,1.85765,grism,10.89,,,2.2,FAST (Momcheva+16),2.2,-9.37,,-0.3000000000000007,1.6632264616035224,1.683745586106021,False,0.659982,5.5619293724096615,F160W,5389.04344478855,5.667100178523538,0.6014,1.583,0.0942689,0.0,,
3D-HST,GOODS-N,9533,1.1946,grism,10.64,,,0.1,FAST (Momcheva+16),0.1,-12.49,,0.4000000000000003,1.8624586624526267,1.1498251418159324,True,0.266118,2.205571839301757,F125W,5695.798778820741,2.2785961881821843,0.3457,2.8949,0.105484,0.0,,
3D-HST,GOODS-N,9571,3.0974,phot,10.25,,,0.6,FAST (Momcheva+16),0.6,-8.96,,0.0,0.8279116581899002,0.5211929486722945,False,0.433158,3.304528030650092,F160W,3758.480987943574,3.0769470908702496,0.1396,3.6488,1.36109,0.0,,
3D-HST,GOODS-N,9582,1.0202,spec,10.57,,,0.3,FAST (Momcheva+16),0.3,-11.09,,0.4000000000000003,1.713621934697548,1.2092470714905632,True,0.237024,1.9070609882229927,F125W,6187.506187506187,2.011411795252407,0.9731,4.5493,0.11059,0.0,,
3D-HST,GOODS-N,9601,2.0209,phot,10.65,,,1.1,FAST (Momcheva+16),1.1,-9.04,,0.1999999999999993,0.7474319855632581,1.5176070040872522,False,0.067542,0.5647303093654022,F160W,5097.818530901387,0.5674723285031096,0.9128,4.3482,0.354923,0.0,,
3D-HST,GOODS-N,9623,1.0128,spec,11.42,,,0.8,FAST (Momcheva+16),0.8,-12.28,,0.1999999999999993,2.0478424126623382,1.4084125876434523,True,0.79764,6.407038004137088,F125W,6210.254372019078,6.763821631269642,0.7842,5.5257,0.0396862,0.0,,
3D-HST,GOODS-N,9684,1.1669,phot,10.33,,,1.0,FAST (Momcheva+16),1.0,-9.03,,-0.3000000000000007,0.9683243514961613,0.8523472575723494,False,0.770586,6.363448564834102,F125W,5768.609534357838,6.595045905901977,0.8565,2.6234,0.170262,0.0,,
3D-HST,GOODS-N,9715,1.01073,grism,10.7,,,1.2,FAST (Momcheva+16),1.2,-11.09,,0.4000000000000003,2.1161861917594047,2.0200270116683186,False,0.759144,6.094943070103716,F125W,6216.647685169069,6.436002678974244,0.3148,1.118,0.0688086,0.0,,
3D-HST,GOODS-N,9749,0.276,spec,10.47,,,1.3,FAST (Momcheva+16),1.3,-9.57,,0.6999999999999993,1.4867215863031138,1.5072662874944254,False,1.03946,4.366610566077839,F125W,9796.238244514108,5.166147419377023,0.7581,1.8779,0.0154596,0.0,,
3D-HST,GOODS-N,9766,1.01879,grism,10.68,,,2.3,FAST (Momcheva+16),2.3,-8.82,,-0.9000000000000004,1.417598447306888,1.596189620869577,False,0.709278,5.704958168020169,F125W,6191.82777802545,6.018173170607188,0.8464,1.4411,0.015469,0.0,,
3D-HST,GOODS-N,9797,1.39648,grism,10.74,,,1.5,FAST (Momcheva+16),1.5,-9.05,,0.0,1.2452142479278034,1.339757898930811,False,0.704262,5.937665783728751,F125W,5215.98344238216,6.000774383939254,0.5582,0.3571,0.00945237,0.0,,
3D-HST,GOODS-N,9862,4.696,phot,11.51,,,1.5,FAST (Momcheva+16),1.5,-9.91,,0.0,1.9721324008085424,1.268277003322921,True,0.685974,4.442157377167463,F160W,2703.6516853932585,3.809246916585084,0.969,1.9874,2.31534,0.0,,
3D-HST,GOODS-N,9875,3.9152,phot,10.55,,,0.0,FAST (Momcheva+16),0.0,-9.74,,0.0999999999999996,1.586467629223857,0.438355329052872,True,0.345144,2.420785114935879,F160W,3133.138020833333,2.1538161092214976,0.3929,1.9332,1.78929,0.0,,
3D-HST,GOODS-N,9883,0.2755,spec,10.63,,,0.6,FAST (Momcheva+16),0.6,-10.19,,0.8000000000000007,1.5261356876692913,1.392957611081295,False,0.701994,2.945156420609358,F125W,9800.078400627204,3.484763041153601,0.8676,2.5104,0.0218854,0.0,,
